f1,f2,f3,f4,f5,f6,f7,f8,m_or_b
1,1,4,2,2,1,3,5,0
1,2,1,2,1,1,0,2,0
5,6,5,3,4,3,4,4,0
6,9,2,29,3,2,4,9,0
1,2,6,5,4,3,4,11,0
1,0,1,2,0,0,3,0,0
2,4,3,2,2,2,3,0,0
2,6,2,2,8,7,8,11,0
2,5,4,3,5,4,6,14,0
1,0,2,2,0,0,0,0,0
4,5,3,2,2,2,2,26,0
4,5,2,3,6,5,3,21,0
1,3,1,2,3,2,1,7,0
1,4,6,7,4,3,4,2,0
1,0,2,3,1,1,0,0,0
1,2,2,2,4,3,3,8,0
1,2,6,6,4,3,4,34,0
3,7,2,4,8,7,6,9,0
1,3,3,2,5,4,4,6,0
5,6,3,2,4,3,3,11,0
3,5,1,2,4,3,5,16,0
2,7,3,5,7,6,6,12,0
5,5,1,2,6,5,5,13,0
5,11,4,2,9,8,8,22,0
4,7,5,2,10,9,6,42,0
7,10,6,8,8,7,5,12,0
1,4,12,5,5,4,4,0,0
6,7,3,10,7,6,7,19,0
5,5,3,2,5,4,2,17,0
1,5,2,2,11,10,8,21,0
2,2,1,2,3,2,2,19,0
4,2,2,2,4,4,3,7,0
2,8,2,4,6,5,4,2,0
5,5,3,2,4,3,1,8,0
3,5,13,3,10,9,9,9,0
3,5,3,2,6,6,4,7,0
1,1,13,2,3,2,4,2,0
5,7,37,4,7,6,6,6,0
1,1,8,2,3,2,2,11,0
2,7,23,2,6,5,8,13,0
6,10,32,5,8,7,7,55,0
3,6,1,2,5,4,4,6,0
2,5,4,2,9,8,6,42,0
4,5,2,2,4,3,4,27,0
2,2,1,2,5,4,2,15,0
2,4,10,2,5,4,2,18,0
2,6,3,2,7,6,6,21,0
2,1,5,4,0,0,1,2,0
1,2,2,2,4,3,3,19,0
2,5,5,2,8,7,9,2,0
2,5,4,4,3,3,3,0,0
2,1,4,2,3,2,2,11,0
7,15,95,9,8,7,8,53,0
1,0,1,2,0,0,0,0,0
2,5,6,2,8,7,5,33,0
3,2,3,2,2,1,3,2,0
5,6,1,2,4,3,5,31,0
1,0,0,0,0,0,0,0,0
4,6,5,3,6,5,2,19,0
2,1,1,2,1,0,1,2,0
1,1,16,2,5,4,5,15,0
1,1,12,2,3,2,2,11,0
2,4,11,3,7,6,8,42,0
6,8,5,2,10,9,9,20,0
3,2,19,3,3,2,4,15,0
2,4,1,2,5,4,2,11,0
1,0,3,2,0,0,0,0,0
2,4,5,2,10,9,6,7,0
1,2,3,2,3,2,5,44,0
2,1,22,5,3,2,5,51,0
2,8,6,4,8,7,7,18,0
1,2,5,2,6,5,4,19,0
4,5,2,6,10,9,3,0,0
1,7,3,2,6,5,5,26,0
2,4,2,2,6,5,6,25,0
3,4,4,2,4,4,3,9,0
2,6,5,2,9,8,8,16,0
4,5,2,2,6,5,2,17,0
2,3,2,2,2,2,0,23,0
7,22,30,6,13,12,10,18,0
8,9,15,3,8,7,8,32,0
2,4,3,2,7,6,7,0,0
2,4,3,2,10,9,5,14,0
8,5,3,2,4,3,3,0,0
1,5,3,2,5,4,2,11,0
3,1,2,2,2,2,2,2,0
3,15,20,5,7,6,9,2,0
4,4,8,2,4,3,5,11,0
7,11,41,6,9,8,5,24,0
1,0,2,2,0,0,1,0,0
3,5,4,2,8,7,8,30,0
1,0,1,2,1,1,1,0,0
5,5,22,14,8,7,6,8,0
2,2,1,2,2,2,2,30,0
1,0,0,2,0,0,1,0,0
4,6,1,2,6,5,4,16,0
1,1,2,1,2,1,1,3,0
2,3,1,2,5,4,3,8,0
2,2,3,2,4,3,2,11,0
3,4,2,0,3,3,3,2,0
1,7,3,2,6,5,5,26,0
2,5,2,2,8,7,5,36,0
1,0,2,4,0,0,2,0,0
1,2,1,5,3,2,3,15,0
2,3,1,2,7,6,7,32,0
2,13,16,3,6,5,6,10,0
2,3,10,5,4,3,6,72,0
1,1,2,2,0,0,1,0,0
7,9,5,5,5,4,6,44,0
2,2,1,2,4,3,2,19,0
3,5,8,2,7,6,6,26,0
2,1,1,2,0,0,0,0,0
2,4,14,5,6,5,8,36,0
2,1,1,2,5,4,3,11,0
2,3,2,1,4,3,2,21,0
1,0,1,2,0,0,0,0,0
4,3,4,2,1,1,1,0,0
5,5,13,2,7,6,5,26,0
6,9,24,2,6,5,6,2,0
7,17,52,11,12,11,7,34,0
2,10,6,2,4,3,3,2,0
10,17,37,7,13,12,11,127,0
2,2,13,5,3,3,2,5,0
1,0,3,2,0,0,0,0,0
5,13,6,12,11,10,9,26,0
6,9,7,2,9,8,11,64,0
7,15,95,9,8,7,8,53,0
3,8,25,5,10,9,7,33,0
1,3,1,2,4,3,4,15,0
1,7,23,10,9,8,8,61,0
2,2,8,3,4,3,4,17,0
1,3,2,3,4,3,1,4,0
4,10,11,2,5,4,7,50,0
3,4,8,3,10,9,9,9,0
5,8,6,2,5,4,4,33,0
5,5,8,5,4,3,3,0,0
1,3,1,5,2,2,3,4,0
5,7,1,2,7,6,7,101,0
1,2,1,2,4,3,2,2,0
8,10,9,8,6,5,5,9,0
6,12,4,4,10,9,8,6,0
2,2,1,2,3,2,2,19,0
3,2,4,2,5,4,5,0,0
3,30,44,13,14,13,11,34,0
5,7,4,2,11,10,6,17,0
3,9,6,3,8,7,8,29,0
6,7,7,2,4,3,1,2,0
2,0,2,2,1,1,0,0,0
1,1,1,2,1,1,0,2,0
2,6,9,3,4,3,2,48,0
5,5,1,2,4,3,1,9,0
4,7,9,2,11,10,9,16,0
2,5,4,3,6,5,4,0,0
1,0,1,2,1,1,0,0,0
6,14,57,13,8,7,6,29,0
2,6,5,2,7,6,11,60,0
2,9,23,23,6,5,4,4,0
4,6,1,2,4,3,2,3,0
6,9,7,5,8,7,7,58,0
2,7,4,2,7,6,5,26,0
2,4,7,2,4,3,7,9,0
2,4,7,4,5,4,1,0,0
4,11,24,7,7,6,6,46,0
1,1,3,2,3,2,4,11,0
1,1,1,2,0,0,0,2,0
1,3,2,3,2,2,1,18,0
8,12,17,2,15,14,8,29,0
1,0,1,2,0,0,0,2,0
1,0,1,2,0,0,0,0,0
1,2,2,2,1,1,2,7,0
2,3,11,6,4,3,4,2,0
2,2,4,2,6,5,4,32,0
4,2,1,2,4,3,2,9,0
3,2,1,2,2,2,2,0,0
6,9,1,2,6,5,3,6,0
6,10,32,5,8,7,7,55,0
2,3,7,2,6,5,7,58,0
5,9,47,4,3,3,4,6,0
1,3,2,2,7,6,7,12,0
2,2,2,2,2,2,1,0,0
1,0,0,0,0,0,0,0,0
1,0,2,2,4,3,1,0,0
1,2,2,2,7,6,4,22,0
5,10,8,3,12,11,11,77,0
1,2,2,2,7,6,4,22,0
1,2,10,5,8,7,6,36,0
1,0,1,2,1,0,2,8,0
2,4,1,2,7,6,7,32,0
3,5,10,2,5,4,5,18,0
2,4,10,5,6,5,2,12,0
1,1,1,2,1,1,0,2,0
3,5,3,3,8,7,8,48,0
2,0,2,2,0,0,0,0,0
1,2,1,2,4,3,2,6,0
2,0,1,2,1,1,4,2,0
1,3,2,2,5,4,3,108,0
1,1,3,2,2,2,0,3,0
2,2,9,2,1,1,2,15,0
1,1,3,2,3,2,2,11,0
1,0,2,2,0,0,0,0,0
6,8,7,2,11,10,13,31,0
2,5,13,2,7,6,8,35,0
4,5,5,3,9,8,9,6,0
1,1,3,2,3,2,2,11,0
6,6,1,3,2,1,2,4,0
2,4,4,3,8,7,7,0,0
2,3,5,2,6,5,4,19,0
5,9,3,2,10,9,8,48,0
4,3,4,2,3,2,2,11,0
6,12,23,8,9,8,3,5,0
4,2,3,2,3,2,3,15,0
5,40,20,5,20,19,10,53,0
2,3,1,2,4,3,5,7,0
1,2,1,2,3,3,3,2,0
2,7,4,2,7,6,5,26,0
1,2,1,2,4,3,3,6,0
5,14,16,2,11,10,3,21,0
1,2,1,2,1,1,0,2,0
5,6,6,3,8,7,9,76,0
2,6,3,2,7,6,8,25,0
5,5,2,2,6,5,5,19,0
5,5,1,2,4,4,2,0,0
3,6,4,4,7,6,7,2,0
2,4,3,2,4,3,5,17,0
7,10,4,5,6,5,6,65,0
2,0,1,2,0,0,0,0,0
1,2,1,2,3,2,2,13,0
4,9,8,4,5,4,5,7,0
3,4,2,2,5,4,6,11,0
1,2,4,5,3,3,5,5,0
3,4,1,2,8,7,7,9,0
1,3,2,2,7,6,7,12,0
4,7,2,2,3,3,3,0,0
2,13,3,5,8,7,5,9,0
2,4,1,2,3,3,6,9,0
2,2,8,2,3,2,3,8,0
2,5,1,4,9,8,8,26,0
2,1,3,0,1,0,1,2,0
2,1,1,2,1,1,2,2,0
4,6,1,2,9,9,7,0,0
2,5,3,8,5,4,5,7,0
3,6,12,3,12,11,11,39,0
1,2,1,2,4,3,3,6,0
2,1,7,2,3,2,2,11,0
1,2,1,2,2,2,1,5,0
2,1,1,2,1,1,1,0,0
3,7,12,2,11,10,9,52,0
2,2,2,2,5,4,3,11,0
2,3,5,2,8,7,7,9,0
2,2,9,2,5,4,2,13,0
1,0,3,2,0,0,0,0,0
3,5,1,2,5,4,4,17,0
2,2,2,2,3,2,3,12,0
1,5,4,6,11,10,7,19,0
4,6,2,2,7,6,5,4,0
1,5,5,5,5,4,2,0,0
6,8,1,2,4,3,3,20,0
3,5,1,2,6,5,3,10,0
3,2,5,2,2,2,4,9,0
2,7,4,2,7,6,5,26,0
1,1,16,2,0,0,4,0,0
2,2,1,2,9,8,7,0,0
2,1,3,2,1,1,1,3,0
3,3,4,2,5,4,3,27,0
5,3,1,2,4,3,2,6,0
1,1,1,2,3,2,3,0,0
1,4,3,7,6,5,12,4,0
1,2,3,2,4,3,3,11,0
8,9,11,2,6,5,7,74,0
5,6,1,2,6,5,3,13,0
2,0,1,2,0,0,2,0,0
5,3,4,4,4,3,5,44,0
2,7,25,4,10,9,8,77,0
2,4,1,2,5,4,6,6,0
2,2,2,2,3,2,3,19,0
1,1,1,2,1,1,0,2,0
4,4,1,2,5,4,5,9,0
1,0,4,3,0,0,0,0,0
6,5,8,2,9,8,5,55,0
4,4,11,2,5,4,8,35,0
1,4,7,6,2,1,5,0,0
3,6,8,2,3,3,3,9,0
1,1,1,2,0,0,0,0,0
1,1,1,2,1,1,0,2,0
5,8,10,4,5,4,2,0,0
1,0,4,2,0,0,1,0,0
1,3,1,2,13,12,8,40,0
1,1,3,2,1,1,1,2,0
2,3,2,2,7,6,7,39,0
1,1,18,2,2,1,1,0,0
4,3,1,2,2,2,1,0,0
3,7,1,2,4,3,5,24,0
5,4,5,2,6,5,3,10,0
8,6,4,2,4,3,5,104,0
4,3,43,7,6,5,6,29,0
3,3,2,2,4,3,4,21,0
4,8,16,2,5,4,4,13,0
1,1,1,2,1,1,0,2,0
2,1,1,2,4,3,2,11,0
3,2,2,2,3,2,3,6,0
2,2,1,2,6,5,7,13,0
5,7,1,2,5,4,7,19,0
3,2,16,2,3,2,3,23,0
3,4,1,2,8,7,7,5,0
2,2,2,2,7,6,6,8,0
2,3,1,2,13,12,8,40,0
1,0,2,0,0,0,1,0,0
2,2,1,2,3,2,2,19,0
4,7,5,12,4,4,2,0,0
6,12,5,5,1,1,3,0,0
4,8,18,2,5,4,5,15,0
1,1,2,2,1,1,0,6,0
2,6,8,3,5,4,5,4,0
1,2,1,2,4,3,3,21,0
2,0,1,2,0,0,1,0,0
4,2,2,2,0,0,1,4,0
4,3,3,4,4,3,3,13,0
1,1,1,2,0,0,0,2,0
1,0,1,2,1,1,2,0,0
2,1,1,2,1,1,0,6,0
2,5,9,6,6,5,7,0,0
4,5,6,2,4,3,3,5,0
2,1,1,2,1,1,1,0,0
2,3,2,2,5,4,4,33,0
1,3,4,7,4,3,6,16,0
1,0,1,2,0,0,1,0,0
1,4,1,2,8,7,7,3,0
6,5,5,2,4,3,3,2,0
1,3,1,2,6,5,2,9,0
2,2,1,2,4,3,2,2,0
7,8,2,3,12,11,4,4,0
4,5,17,3,7,6,9,57,0
2,4,4,2,5,4,4,15,0
1,2,2,2,3,2,4,8,0
1,3,2,2,2,2,2,0,0
2,5,20,6,7,6,6,32,0
2,6,9,9,6,5,7,21,0
2,3,4,2,6,5,7,6,0
1,0,1,4,0,0,0,0,0
2,4,2,2,12,11,2,0,0
3,2,2,3,3,2,2,15,0
2,3,4,2,4,3,4,22,0
1,2,1,2,13,12,8,45,0
2,1,1,2,13,12,8,40,0
1,2,1,2,10,9,8,38,0
2,1,1,2,4,3,2,11,0
3,6,13,6,7,6,4,12,0
2,5,1,2,7,6,6,21,0
6,9,24,2,6,5,6,2,0
2,1,6,2,1,1,2,2,0
3,10,5,7,7,6,3,23,0
1,2,1,2,4,3,5,11,0
1,1,2,2,0,0,1,0,0
1,2,1,2,9,8,7,0,0
2,3,2,2,4,3,4,6,0
3,3,1,2,2,1,1,8,0
4,9,11,14,13,12,8,28,0
7,15,15,12,13,12,10,114,0
7,11,5,2,7,6,11,11,0
1,1,2,2,1,1,1,0,0
5,5,2,4,8,7,8,84,0
2,0,2,2,0,0,1,0,0
2,5,1,2,5,4,4,6,0
8,12,5,2,9,8,10,49,0
3,6,33,3,5,4,1,2,0
3,2,2,2,2,1,1,0,0
1,0,0,0,0,0,0,0,0
1,0,1,2,0,0,0,0,0
3,2,3,3,2,2,1,3,0
1,3,1,2,3,2,4,6,0
1,1,2,2,3,2,2,11,0
2,0,4,2,1,1,1,0,0
1,1,3,2,3,2,5,5,0
1,0,1,2,2,1,0,0,0
2,3,1,4,8,7,5,19,0
3,6,7,2,7,6,6,45,0
4,5,30,2,4,4,5,2,0
2,4,11,3,3,2,3,0,0
1,0,2,2,1,1,0,0,0
1,4,3,4,6,5,2,4,0
1,1,1,2,1,1,0,2,0
4,3,3,6,5,4,2,11,0
2,0,1,2,1,1,0,0,0
1,1,2,2,0,0,1,0,0
2,5,8,2,9,8,8,34,0
6,7,4,2,6,5,6,19,0
6,9,1,2,6,5,3,4,0
3,2,5,4,3,2,3,11,0
1,2,2,3,4,3,3,4,0
1,5,11,6,5,4,5,39,0
3,2,17,2,3,3,5,4,0
5,7,3,2,11,10,8,112,0
2,2,1,2,4,3,3,6,0
4,19,2,2,9,8,5,8,0
1,3,2,2,2,2,2,0,0
7,9,5,5,4,3,3,33,0
1,3,1,2,4,3,5,6,0
2,3,2,2,8,7,7,9,0
1,1,1,2,2,2,3,2,0
1,3,2,2,3,3,2,14,0
2,0,1,2,2,1,2,4,0
4,6,1,2,5,5,6,7,0
1,3,15,5,3,2,5,15,0
3,3,5,2,4,3,4,14,0
8,6,12,2,5,4,6,94,0
4,6,4,4,5,4,5,17,0
6,11,11,6,11,10,10,123,0
3,5,13,3,10,9,9,9,0
1,2,1,2,3,2,2,19,0
2,2,6,5,4,3,3,11,0
2,2,1,2,2,2,1,5,0
7,11,6,6,10,9,9,66,0
5,11,22,6,7,6,3,38,0
1,4,1,2,6,5,6,29,0
2,3,4,4,1,1,1,2,0
2,4,5,2,10,9,6,16,0
7,12,104,6,8,7,8,52,0
5,9,6,4,7,6,5,16,0
2,0,2,2,1,1,1,0,0
1,5,5,5,5,4,3,0,0
2,3,3,2,5,4,4,11,0
1,1,1,2,3,2,3,35,0
6,10,37,5,7,6,7,63,0
6,10,32,5,8,7,7,55,0
2,5,10,3,4,3,2,0,0
1,2,2,2,7,6,4,22,0
2,5,1,2,6,5,4,34,0
1,3,2,2,7,6,7,12,0
1,2,2,6,4,3,6,55,0
1,0,1,2,1,0,2,8,0
2,5,20,6,7,6,6,39,0
5,8,5,2,11,10,7,43,0
1,1,2,2,0,0,1,0,0
7,12,104,6,8,7,8,52,0
1,2,2,2,3,2,2,19,0
4,3,1,2,4,3,2,11,0
1,2,5,3,2,1,4,0,0
2,6,3,2,4,3,4,0,0
6,9,24,2,6,5,6,2,0
2,3,2,2,3,2,4,0,0
6,8,11,2,3,3,2,2,0
1,0,0,0,0,0,0,0,0
7,15,95,9,8,7,8,56,0
1,2,1,2,9,8,5,11,0
4,4,11,2,5,4,7,10,0
2,5,1,2,13,12,8,42,0
2,3,4,2,11,10,7,12,0
1,0,0,1,0,0,1,0,0
7,15,3,4,9,8,6,9,0
2,6,8,3,3,2,1,0,0
5,5,7,4,4,3,2,9,0
4,5,1,5,5,5,4,72,0
1,0,1,2,0,0,0,4,0
2,3,2,2,3,2,3,8,0
1,1,1,2,1,1,2,0,0
1,2,14,2,3,2,5,24,0
2,0,0,3,1,0,1,2,0
5,8,5,2,8,7,5,32,0
7,8,5,2,10,9,6,8,0
2,1,4,2,1,1,0,0,0
1,2,1,2,2,2,1,5,0
1,4,4,2,3,2,2,0,0
2,3,1,2,7,6,7,30,0
1,2,1,2,4,3,2,19,0
8,22,9,5,15,14,6,0,0
3,5,2,4,6,6,5,9,0
1,1,1,2,9,8,6,2,0
1,0,1,2,1,1,0,0,0
1,1,2,2,5,4,2,11,0
3,3,1,2,5,4,4,21,0
1,6,6,4,7,6,6,9,0
4,5,7,2,4,3,4,30,0
2,2,6,3,4,3,3,6,0
1,2,1,3,3,2,3,2,0
2,3,2,2,3,2,2,19,0
7,15,34,2,9,8,10,54,0
6,6,2,2,3,3,2,8,0
5,8,5,4,10,9,10,112,0
1,7,2,5,6,5,4,0,0
6,9,24,2,6,5,6,2,0
2,2,6,2,3,2,4,9,0
4,2,1,5,4,3,6,21,0
1,0,8,2,0,0,0,0,0
2,2,2,5,4,3,3,56,0
4,4,4,2,4,3,2,0,0
1,0,2,2,0,0,1,3,0
7,12,105,6,8,7,8,52,0
1,5,1,2,4,3,4,6,0
5,8,6,4,6,5,5,75,0
5,7,1,2,5,4,7,19,0
3,4,14,2,5,4,7,79,0
3,5,1,2,5,4,4,20,0
1,3,2,2,0,0,1,0,0
3,2,2,2,3,2,3,6,0
2,3,2,2,2,2,0,0,0
1,0,1,2,0,0,0,0,0
6,11,19,12,8,7,7,52,0
4,7,11,6,9,8,9,39,0
1,4,5,2,8,7,4,22,0
2,4,9,6,4,3,4,2,0
1,1,1,2,2,1,3,8,0
2,4,6,2,10,9,7,30,0
2,1,4,2,4,3,2,13,0
1,2,1,2,4,3,3,6,0
1,1,1,2,9,9,7,0,0
1,0,2,2,0,0,0,0,0
3,5,13,2,9,8,7,23,0
2,2,2,2,3,2,2,19,0
7,8,10,6,9,8,6,30,0
2,4,9,6,4,3,4,2,0
1,1,2,2,3,2,2,11,0
1,3,7,2,6,5,6,17,0
5,9,1,2,5,4,5,21,0
4,5,1,2,5,4,3,13,0
1,1,1,2,13,12,8,40,0
1,1,4,2,3,2,2,13,0
2,2,7,2,4,3,2,19,0
5,7,4,2,10,9,11,57,0
2,6,9,9,6,5,3,26,0
2,3,1,2,5,4,3,6,0
1,5,18,6,4,3,3,11,0
1,0,2,2,0,0,1,0,0
1,1,2,2,3,2,2,13,0
2,1,6,5,3,2,2,0,0
1,4,3,4,4,3,1,0,0
1,3,5,2,5,4,4,4,0
4,6,1,2,2,2,2,0,0
1,3,1,2,9,9,7,0,0
2,1,1,2,3,2,4,13,0
4,2,4,2,3,2,3,11,0
2,1,4,2,1,1,3,14,0
1,2,1,2,4,3,3,6,0
2,4,7,3,4,4,2,0,0
1,1,2,2,1,1,0,6,0
9,16,9,5,12,11,11,35,0
3,3,18,2,10,9,9,38,0
2,7,3,5,5,4,8,79,0
4,9,9,4,8,7,5,23,0
6,9,4,3,7,6,5,10,0
5,5,15,2,2,1,4,21,0
3,2,21,2,3,2,2,11,0
3,3,1,3,2,2,1,2,0
3,20,7,2,11,10,8,9,0
1,4,1,2,6,5,6,29,0
5,9,76,6,7,6,5,14,0
1,2,2,2,3,2,3,6,0
1,0,1,2,0,0,0,0,0
2,0,2,2,0,0,1,0,0
1,1,1,4,1,1,1,0,0
4,3,1,2,1,1,0,2,0
1,3,9,2,7,6,5,28,0
1,1,6,2,4,3,4,18,0
5,6,5,2,13,12,7,50,0
5,19,9,3,12,11,6,128,0
1,7,3,2,6,5,5,26,0
1,5,5,5,5,4,2,0,0
3,5,3,3,4,3,2,19,0
5,6,6,3,8,7,9,76,0
1,0,1,2,0,0,0,0,0
1,1,3,5,2,1,1,26,0
7,9,5,5,5,4,6,44,0
1,2,2,0,2,1,2,2,0
3,6,28,2,5,4,5,5,0
1,0,2,2,0,0,1,0,0
1,0,1,2,2,2,0,0,0
1,0,4,2,0,0,0,0,0
3,11,31,5,10,9,11,51,0
2,2,1,2,2,2,5,3,0
1,3,5,3,4,3,8,6,0
1,1,1,2,1,1,1,2,0
2,3,13,2,6,5,9,30,0
1,2,2,2,3,2,3,8,0
2,5,2,3,9,8,8,13,0
3,8,3,2,6,5,5,9,0
1,1,3,2,1,0,1,0,0
3,7,3,4,6,5,4,19,0
2,6,5,2,8,7,4,17,0
1,4,2,2,3,2,2,21,0
3,4,27,2,5,4,7,9,0
1,4,6,2,5,4,4,11,0
7,12,104,6,8,7,8,41,0
3,23,74,9,10,9,8,15,0
1,0,12,5,0,0,1,0,0
3,3,13,2,4,3,5,5,0
2,2,7,2,5,4,5,13,0
1,1,2,2,4,3,2,11,0
7,7,1,2,7,6,5,6,0
5,8,1,2,10,9,9,16,0
4,3,2,2,3,2,2,11,0
1,0,1,2,0,0,0,0,0
4,4,3,2,6,5,5,28,0
5,5,15,3,7,6,9,59,0
6,7,6,2,10,9,7,16,0
6,5,1,2,6,5,6,11,0
1,2,9,2,3,2,4,6,0
4,4,11,2,5,4,8,35,0
1,0,1,2,0,0,0,0,0
2,4,5,2,8,7,10,24,0
9,20,10,15,17,16,9,7,0
4,4,28,2,3,3,3,21,0
5,4,1,2,4,3,3,23,0
4,7,2,4,5,4,4,6,0
2,0,1,2,0,0,0,0,0
2,9,34,15,8,7,8,21,0
1,2,1,2,1,1,4,90,0
2,2,10,2,3,2,3,32,0
4,11,4,4,9,9,7,4,0
3,3,1,2,3,2,3,2,0
1,3,3,2,2,1,3,0,0
9,14,6,2,11,10,9,58,0
2,0,1,2,1,1,1,0,0
7,9,5,5,5,4,6,44,0
5,6,6,6,5,4,2,11,0
1,2,6,4,4,3,3,11,0
2,0,4,4,0,0,2,0,0
3,10,21,3,8,7,4,0,0
6,9,21,5,7,6,8,27,0
2,5,36,2,5,4,6,11,0
1,3,2,3,4,3,2,19,0
1,1,2,2,1,1,0,2,0
4,10,9,2,8,7,5,26,0
2,2,8,2,5,4,3,16,0
2,5,3,2,5,4,4,16,0
1,3,1,2,8,7,6,19,0
1,3,7,2,3,2,5,6,0
1,1,2,2,1,1,1,0,0
1,1,1,2,1,1,0,2,0
7,10,8,5,8,7,8,40,0
1,0,1,2,0,0,0,0,0
1,7,3,2,6,5,5,26,0
4,5,5,2,10,9,6,37,0
1,0,1,2,0,0,1,0,0
1,0,2,0,0,0,0,0,0
5,5,12,2,3,3,2,2,0
3,6,1,7,5,4,5,0,0
1,1,9,9,1,1,2,2,0
2,2,2,2,1,1,1,0,0
6,9,7,2,9,8,11,64,0
1,1,1,4,3,3,2,4,0
6,10,37,5,7,6,7,63,0
1,1,3,2,1,1,1,0,0
1,0,3,10,0,0,0,0,0
1,1,19,2,1,1,1,2,0
2,2,2,2,4,3,3,19,0
2,7,4,2,7,6,5,26,0
1,0,2,2,0,0,1,0,0
1,0,1,2,1,1,0,0,0
2,3,5,2,9,8,8,38,0
6,11,4,2,9,8,10,54,0
1,3,6,3,4,4,5,15,0
2,3,1,2,5,4,4,21,0
5,6,39,3,6,5,6,28,0
2,1,1,2,1,0,1,2,0
6,9,8,2,9,8,9,28,0
1,6,3,2,13,12,7,23,0
6,7,6,2,6,5,5,10,0
4,3,8,2,7,6,7,11,0
2,7,4,2,7,6,5,26,0
2,2,1,2,9,8,7,0,0
6,5,8,2,9,8,5,55,0
1,6,9,5,5,4,3,0,0
2,5,1,2,8,7,8,27,0
2,5,3,2,7,6,9,34,0
2,2,1,2,3,3,1,0,0
3,5,20,2,11,10,12,129,0
2,1,10,2,1,1,0,11,0
2,0,1,2,0,0,0,10,0
1,0,1,2,0,0,1,0,0
1,3,2,3,4,3,2,19,0
2,2,2,5,4,3,6,15,0
2,8,5,7,4,3,3,5,0
1,1,1,2,1,1,0,2,0
2,6,9,2,8,7,10,29,0
1,1,4,5,1,0,1,0,0
5,4,16,2,3,3,3,5,0
4,4,2,2,5,4,3,11,0
6,12,14,5,9,8,5,47,0
5,7,1,2,5,4,7,19,0
3,5,1,2,4,3,4,11,0
3,5,1,2,3,2,4,0,0
4,5,15,6,6,5,5,4,0
3,2,1,2,5,4,4,11,0
6,11,1,2,5,5,3,0,0
1,1,2,2,0,0,1,0,0
3,7,1,2,4,3,5,23,0
3,6,1,2,6,5,3,6,0
2,1,6,2,1,1,2,0,0
2,4,2,2,6,5,5,12,0
7,9,8,6,10,9,6,60,0
2,1,4,2,2,1,2,15,0
4,7,3,5,10,9,6,45,0
1,0,1,2,0,0,0,0,0
7,15,95,9,8,7,8,56,0
2,3,2,3,6,5,5,7,0
1,1,2,2,9,9,7,0,0
1,0,5,2,0,0,1,0,0
1,2,1,2,10,9,8,43,0
2,1,6,2,4,3,2,15,0
3,2,49,2,2,1,5,24,0
4,3,2,4,8,7,8,89,0
2,3,11,6,4,3,4,2,0
1,4,21,4,5,4,5,8,0
1,1,5,4,1,1,0,0,0
1,0,4,3,2,2,0,0,0
5,13,32,5,10,9,7,0,0
2,10,40,28,9,8,7,24,0
1,5,13,4,9,8,8,56,0
4,7,5,2,10,9,6,39,0
3,9,6,5,9,8,8,16,0
2,4,4,2,4,3,6,16,0
4,5,2,6,10,9,3,0,0
1,1,1,2,4,3,3,11,0
4,5,1,2,13,12,8,47,0
1,2,4,6,1,1,4,5,0
4,5,2,3,7,6,4,19,0
1,0,0,0,0,0,0,0,0
9,14,6,2,10,9,10,64,0
5,7,1,2,5,4,7,19,0
2,3,1,2,4,3,2,19,0
1,5,9,2,4,3,3,23,0
7,7,1,3,6,5,5,33,0
6,9,5,2,9,8,4,61,0
2,4,3,2,4,3,4,11,0
1,1,3,2,3,2,2,13,0
3,5,1,2,5,4,3,6,0
1,5,3,2,13,12,11,48,0
1,4,6,2,10,9,3,0,0
3,5,15,2,2,2,3,3,0
2,0,1,2,0,0,0,0,0
5,13,5,8,14,13,7,74,0
3,8,7,9,10,9,8,94,0
8,9,4,6,8,7,3,12,0
1,2,6,2,2,2,2,14,0
6,44,44,7,19,18,13,19,0
5,7,5,2,10,9,6,13,0
1,0,1,3,0,0,0,2,0
4,7,13,4,8,7,9,37,0
2,2,2,2,3,2,3,19,0
10,9,6,5,12,11,9,93,0
7,5,8,2,4,3,4,6,0
6,10,16,4,7,6,9,52,0
2,4,3,3,6,5,6,42,0
4,10,6,4,7,6,5,13,0
2,8,17,6,6,5,5,2,0
6,5,1,2,6,5,3,4,0
1,5,2,3,6,5,3,24,0
1,2,6,2,3,2,3,8,0
2,1,2,3,3,3,2,0,0
1,1,2,2,4,3,2,11,0
7,14,6,2,6,6,5,9,0
5,6,16,2,7,6,4,0,0
5,7,1,3,2,2,1,0,0
1,4,1,2,8,7,9,16,0
4,5,15,6,6,5,5,4,0
2,0,1,2,1,1,0,0,0
1,1,1,2,1,1,0,2,0
1,4,1,3,3,3,2,4,0
5,8,3,5,10,9,10,48,0
2,2,16,2,5,4,5,8,0
1,3,6,3,5,4,2,15,0
3,4,4,2,2,1,2,5,0
2,5,5,2,11,10,9,59,0
1,0,0,3,0,0,0,2,0
4,6,2,2,4,3,2,4,0
1,2,7,3,3,2,3,6,0
1,2,1,2,1,1,0,2,0
4,7,4,3,6,5,5,44,0
5,11,7,4,6,5,2,11,0
3,6,7,5,7,6,5,22,0
1,3,3,2,3,2,4,11,0
2,4,9,2,12,11,6,31,0
1,4,1,2,6,5,6,29,0
1,0,1,0,1,1,0,0,0
3,5,1,2,5,4,4,20,0
4,5,2,2,7,6,7,41,0
2,5,28,3,1,1,0,4,0
